Invoice_Id,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5%,Sales,Date,Payment,Cogs,Gross_Income,Rating,Year,Month,Day,Satisfied
862-17-9201,Cairo,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,Credit Card,504.3,25.215,7.7,2019,1,29,Satisfied
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,Ewallet,485.15,24.2575,9.3,2019,1,30,Satisfied
804-38-3935,Alex,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,Credit Card,281.34,14.067,5.9,2019,1,30,Not Satisfied
556-72-8512,Giza,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,Cash,22.96,1.148,4.3,2019,1,30,Not Satisfied
134-54-4720,Cairo,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,Ewallet,339.36,16.968,5.7,2019,1,30,Not Satisfied
862-29-5914,Giza,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,Credit Card,22.38,1.119,8.6,2019,1,30,Satisfied
423-80-0988,Giza,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,2019-01-30,Ewallet,152.8,7.64,6.5,2019,1,30,Not Satisfied
283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,Ewallet,985.2,49.26,4.5,2019,1,30,Not Satisfied
664-14-2882,Giza,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,2019-01-30,Credit Card,52.65,2.6325,5.8,2019,1,30,Not Satisfied
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,Credit Card,94.6,4.73,4.0,2019,1,30,Not Satisfied
583-72-1480,Giza,Naypyitaw,Member,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,Ewallet,148.24,7.412,9.7,2019,1,31,Satisfied
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,Cash,213.75,10.6875,9.5,2019,1,31,Satisfied
457-94-0464,Cairo,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,2019-01-31,Ewallet,790.83,39.5415,5.6,2019,1,31,Not Satisfied
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,Cash,75.82,3.791,5.8,2019,1,31,Not Satisfied
834-45-5519,Cairo,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,2019-01-31,Ewallet,172.0,8.6,7.6,2019,1,31,Satisfied
522-57-8364,Alex,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2019-01-31,Ewallet,410.72,20.536,7.6,2019,1,31,Satisfied
525-09-8450,Cairo,Mandalay,Normal,Male,Electronic accessories,54.795,10,36.065,757.365,2019-01-31,Credit Card,721.3,36.065,4.2,2019,1,31,Not Satisfied
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,Cash,479.58,23.979,5.5,2019,1,31,Not Satisfied
735-32-9839,Giza,Naypyitaw,Member,Male,Fashion accessories,98.7,8,39.48,829.08,2019-01-31,Ewallet,789.6,39.48,8.5,2019,1,31,Satisfied
187-83-5490,Alex,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,Cash,83.08,4.154,4.7,2019,1,31,Not Satisfied
189-55-2313,Giza,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,Ewallet,621.8,31.09,6.0,2019,1,31,Not Satisfied
239-36-3640,Cairo,Mandalay,Normal,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,Ewallet,272.1,13.605,6.1,2019,1,31,Not Satisfied
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,Credit Card,66.35,3.3175,9.7,2019,1,31,Satisfied
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,Credit Card,138.16,6.908,6.9,2019,1,31,Not Satisfied
237-01-6122,Giza,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2019-02-01,Credit Card,727.11,36.3555,9.5,2019,2,1,Satisfied
551-21-3069,Giza,Naypyitaw,Member,Female,Electronic accessories,23.07,9,10.3815,253.512,2019-02-01,Cash,207.63,10.3815,4.9,2019,2,1,Not Satisfied
358-88-9262,Giza,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,Ewallet,524.88,26.244,5.1,2019,2,1,Not Satisfied
443-82-0585,Alex,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,Cash,310.72,15.536,8.4,2019,2,1,Satisfied
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,Credit Card,71.15,3.5575,4.4,2019,2,1,Not Satisfied
105-31-1824,Alex,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2019-02-01,Credit Card,486.64,24.332,8.5,2019,2,1,Satisfied
390-17-5806,Giza,Naypyitaw,Member,Female,Food and beverages,38.42,1,1.921,40.341,2019-02-02,Cash,38.42,1.921,8.6,2019,2,2,Satisfied
717-96-4189,Giza,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02,Cash,212.94,10.647,4.1,2019,2,2,Not Satisfied
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,Ewallet,381.68,19.084,6.4,2019,2,2,Not Satisfied
405-31-3305,Alex,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,Credit Card,431.3,21.565,5.5,2019,2,2,Not Satisfied
418-05-0656,Cairo,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,2019-02-02,Cash,178.92,8.946,7.1,2019,2,2,Satisfied
642-32-2990,Alex,Yangon,Member,Female,Food and beverages,10.96,10,5.48,115.08,2019-02-02,Ewallet,109.6,5.48,6.0,2019,2,2,Not Satisfied
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,Cash,183.82,9.191,9.9,2019,2,2,Satisfied
756-93-1854,Giza,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02,Credit Card,166.7,8.335,9.5,2019,2,2,Satisfied
376-02-8238,Cairo,Mandalay,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,Credit Card,750.96,37.548,8.3,2019,2,2,Satisfied
541-08-3113,Giza,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,Cash,527.76,26.388,8.4,2019,2,2,Satisfied
382-03-4532,Alex,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,253.512,2019-02-02,Cash,18.33,0.9165,4.3,2019,2,2,Not Satisfied
845-51-0542,Cairo,Mandalay,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,Ewallet,418.95,20.9475,6.4,2019,2,2,Not Satisfied
554-53-8700,Giza,Naypyitaw,Member,Female,Home and lifestyle,56.11,2,5.611,117.831,2019-02-02,Cash,112.22,5.611,6.3,2019,2,2,Not Satisfied
420-18-8989,Alex,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,Cash,412.16,20.608,9.6,2019,2,2,Satisfied
676-10-2200,Cairo,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,Ewallet,53.78,2.689,4.7,2019,2,3,Not Satisfied
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,Cash,385.1,19.255,5.5,2019,2,3,Not Satisfied
347-34-2234,Cairo,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,253.512,2019-02-03,Ewallet,495.63,24.7815,10.0,2019,2,3,Satisfied
322-02-2271,Cairo,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,2019-02-03,Cash,128.91,6.4455,9.3,2019,2,3,Satisfied
639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,Cash,202.6,10.13,4.5,2019,2,3,Not Satisfied
742-04-5161,Alex,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2019-02-03,Cash,727.8,36.39,7.3,2019,2,3,Satisfied
326-78-5178,Giza,Naypyitaw,Member,Female,Food and beverages,91.4,7,31.99,671.79,2019-02-03,Cash,639.8,31.99,9.5,2019,2,3,Satisfied
718-57-9773,Giza,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,Credit Card,493.3,24.665,9.4,2019,2,3,Satisfied
326-71-2155,Giza,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,Cash,295.8,14.79,6.1,2019,2,3,Not Satisfied
443-59-0061,Alex,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,Ewallet,674.5,33.725,4.2,2019,2,3,Not Satisfied
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,Cash,664.16,33.208,4.2,2019,2,3,Not Satisfied
190-59-3964,Cairo,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,Credit Card,235.8,11.79,6.0,2019,2,3,Not Satisfied
585-86-8361,Alex,Yangon,Normal,Female,Food and beverages,54.795,5,6.82,143.22,2019-02-03,Credit Card,136.4,6.82,8.6,2019,2,3,Satisfied
277-63-2961,Cairo,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,Credit Card,73.97,3.6985,5.4,2019,2,3,Not Satisfied
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,Cash,71.95,3.5975,7.3,2019,2,4,Satisfied
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,Ewallet,13.98,0.699,9.8,2019,2,4,Satisfied
627-95-3243,Cairo,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,Ewallet,699.12,34.956,9.8,2019,2,4,Satisfied
151-33-7434,Cairo,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,Credit Card,67.77,3.3885,6.5,2019,2,4,Not Satisfied
518-17-2983,Alex,Yangon,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,2019-02-04,Ewallet,194.52,9.726,7.6,2019,2,4,Satisfied
198-66-9832,Cairo,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,Cash,144.08,7.204,9.5,2019,2,4,Satisfied
695-28-6250,Alex,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,Ewallet,215.3,10.765,7.7,2019,2,4,Satisfied
268-20-3585,Giza,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,2019-02-04,Ewallet,124.65,6.2325,6.0,2019,2,4,Not Satisfied
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,Cash,176.54,8.827,8.2,2019,2,4,Satisfied
434-35-9162,Cairo,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,2019-02-04,Ewallet,93.36,4.668,7.4,2019,2,4,Satisfied
404-91-5964,Alex,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,2019-02-04,Credit Card,522.06,26.103,9.0,2019,2,4,Satisfied
307-04-2070,Alex,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2019-02-05,Credit Card,30.62,1.531,4.1,2019,2,5,Not Satisfied
210-67-5886,Giza,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2019-02-05,Credit Card,294.63,14.7315,7.8,2019,2,5,Satisfied
880-35-0356,Alex,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,Ewallet,225.6,11.28,4.8,2019,2,5,Not Satisfied
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,Credit Card,385.38,19.269,8.9,2019,2,5,Satisfied
479-26-8945,Cairo,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,2019-02-05,Ewallet,32.98,1.649,4.6,2019,2,5,Not Satisfied
210-57-1719,Cairo,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,Cash,524.16,26.208,9.7,2019,2,5,Satisfied
729-09-9681,Alex,Yangon,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,Ewallet,155.46,7.773,8.7,2019,2,5,Satisfied
325-89-4209,Alex,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05,Ewallet,87.9,4.395,6.7,2019,2,5,Not Satisfied
324-92-3863,Alex,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05,Cash,41.78,2.089,9.8,2019,2,5,Satisfied
409-49-6995,Giza,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,Cash,283.62,14.181,8.8,2019,2,5,Satisfied
338-65-2210,Giza,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2019-02-05,Cash,686.0,34.3,9.1,2019,2,5,Satisfied
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,Ewallet,138.66,6.933,9.7,2019,2,5,Satisfied
149-14-0304,Giza,Naypyitaw,Member,Female,Health and beauty,28.5,8,11.4,239.4,2019-02-06,Cash,228.0,11.4,6.6,2019,2,6,Not Satisfied
258-92-7466,Alex,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2019-02-06,Credit Card,178.4,8.92,6.6,2019,2,6,Not Satisfied
471-06-8611,Giza,Naypyitaw,Normal,Female,Food and beverages,54.795,1,2.621,55.041,2019-02-06,Credit Card,52.42,2.621,6.3,2019,2,6,Not Satisfied
183-56-6882,Giza,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2019-02-06,Ewallet,397.68,19.884,7.5,2019,2,6,Satisfied
875-46-5808,Cairo,Mandalay,Member,Male,Health and beauty,25.9,10,12.95,271.95,2019-02-06,Ewallet,259.0,12.95,8.7,2019,2,6,Satisfied
727-46-3608,Cairo,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2019-02-06,Ewallet,180.09,9.0045,4.1,2019,2,6,Not Satisfied
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,Ewallet,387.92,19.396,9.4,2019,2,6,Satisfied
373-88-1424,Giza,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,Ewallet,179.05,8.9525,7.9,2019,2,6,Satisfied
857-67-9057,Cairo,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,Ewallet,229.5,11.475,8.2,2019,2,6,Satisfied
609-81-8548,Alex,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,Credit Card,224.64,11.232,5.9,2019,2,6,Not Satisfied
811-35-1094,Cairo,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,Credit Card,302.7,15.135,8.9,2019,2,6,Satisfied
512-91-0811,Giza,Naypyitaw,Member,Female,Health and beauty,89.75,1,4.4875,253.512,2019-02-06,Credit Card,89.75,4.4875,6.6,2019,2,6,Not Satisfied
784-21-9238,Giza,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,Cash,10.17,0.5085,5.9,2019,2,7,Not Satisfied
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,Cash,198.18,9.909,6.8,2019,2,7,Not Satisfied
827-44-5872,Cairo,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,Credit Card,543.6,27.18,6.1,2019,2,7,Not Satisfied
744-82-9138,Giza,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,Cash,172.26,8.613,8.2,2019,2,7,Satisfied
374-38-5555,Cairo,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,Ewallet,318.55,15.9275,8.5,2019,2,7,Satisfied
583-41-4548,Giza,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,Ewallet,116.69,5.8345,7.4,2019,2,7,Satisfied
114-35-5271,Cairo,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,Cash,463.28,23.164,8.1,2019,2,7,Satisfied
635-40-6220,Alex,Yangon,Member,Female,Health and beauty,89.6,8,35.84,253.512,2019-02-07,Ewallet,716.8,35.84,6.6,2019,2,7,Not Satisfied
421-95-9805,Alex,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,Credit Card,28.96,1.448,6.2,2019,2,7,Not Satisfied
641-96-3695,Giza,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,Ewallet,260.76,13.038,8.5,2019,2,7,Satisfied
533-33-5337,Cairo,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,Cash,793.9,39.695,6.2,2019,2,7,Not Satisfied
560-49-6611,Alex,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,Cash,45.58,2.279,9.8,2019,2,7,Satisfied
380-94-4661,Giza,Naypyitaw,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,Credit Card,263.76,13.188,6.9,2019,2,7,Not Satisfied
648-94-3045,Giza,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.475,618.975,2019-02-07,Ewallet,589.5,29.475,8.1,2019,2,7,Satisfied
430-02-3888,Cairo,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,Cash,276.12,13.806,7.1,2019,2,7,Satisfied
453-33-6436,Alex,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,Cash,744.96,37.248,6.8,2019,2,7,Not Satisfied
214-17-6927,Giza,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2019-02-07,Ewallet,98.88,4.944,9.9,2019,2,7,Satisfied
626-43-7888,Giza,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,2019-02-07,Ewallet,483.28,24.164,9.6,2019,2,7,Satisfied
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,Credit Card,326.88,16.344,6.5,2019,2,7,Not Satisfied
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,Credit Card,972.1,48.605,8.7,2019,2,8,Satisfied
649-29-6775,Cairo,Mandalay,Member,Female,Fashion accessories,33.52,1,1.676,35.196,2019-02-08,Cash,33.52,1.676,6.7,2019,2,8,Not Satisfied
756-49-0168,Alex,Yangon,Member,Male,Fashion accessories,19.7,1,0.985,20.685,2019-02-08,Ewallet,19.7,0.985,9.5,2019,2,8,Satisfied
687-47-8271,Alex,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2019-02-08,Credit Card,989.8,49.49,8.7,2019,2,8,Satisfied
549-84-7482,Cairo,Mandalay,Member,Female,Sports and travel,90.28,9,40.626,853.146,2019-02-08,Ewallet,812.52,40.626,7.2,2019,2,8,Satisfied
732-04-5373,Cairo,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,2019-02-08,Cash,185.88,9.294,7.0,2019,2,8,Satisfied
181-82-6255,Cairo,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,Cash,98.22,4.911,7.0,2019,2,8,Satisfied
815-04-6282,Giza,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,Credit Card,324.85,16.2425,6.5,2019,2,8,Not Satisfied
830-58-2383,Cairo,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,Cash,127.0,6.35,8.6,2019,2,8,Satisfied
354-25-5821,Cairo,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2019-02-08,Cash,414.72,20.736,5.6,2019,2,8,Not Satisfied
440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,Credit Card,260.05,13.0025,7.7,2019,2,8,Satisfied
747-58-7183,Cairo,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,Ewallet,171.81,8.5905,6.5,2019,2,9,Not Satisfied
450-42-3339,Giza,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,Credit Card,846.1,42.305,8.8,2019,2,9,Satisfied
866-05-7563,Cairo,Mandalay,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,Cash,244.2,12.21,4.8,2019,2,9,Not Satisfied
602-80-9671,Giza,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,Credit Card,95.7,4.785,5.1,2019,2,9,Not Satisfied
509-10-0516,Cairo,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,Ewallet,183.88,9.194,5.1,2019,2,9,Not Satisfied
727-02-1313,Alex,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,2019-02-09,Cash,31.84,1.592,7.7,2019,2,9,Satisfied
746-19-0921,Giza,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,Ewallet,21.58,1.079,7.2,2019,2,9,Satisfied
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,Cash,63.24,3.162,7.3,2019,2,9,Satisfied
447-15-7839,Alex,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,Cash,222.4,11.12,4.2,2019,2,9,Not Satisfied
146-09-5432,Alex,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09,Ewallet,315.36,15.768,4.6,2019,2,9,Not Satisfied
871-39-9221,Giza,Naypyitaw,Member,Female,Electronic accessories,12.45,6,3.735,253.512,2019-02-09,Cash,74.7,3.735,4.1,2019,2,9,Not Satisfied
200-40-6154,Cairo,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,Cash,395.46,19.773,5.7,2019,2,9,Not Satisfied
130-98-8941,Giza,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.491,472.311,2019-02-09,Cash,449.82,22.491,5.7,2019,2,9,Not Satisfied
559-98-9873,Alex,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,Ewallet,375.55,18.7775,5.2,2019,2,10,Not Satisfied
695-51-0018,Cairo,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2019-02-10,Cash,139.36,6.968,7.4,2019,2,10,Satisfied
669-54-1719,Cairo,Mandalay,Member,Female,Electronic accessories,18.93,6,5.679,119.259,2019-02-10,Credit Card,113.58,5.679,8.1,2019,2,10,Satisfied
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,Cash,781.3,39.065,4.4,2019,2,10,Not Satisfied
196-01-2849,Giza,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,2019-02-10,Cash,513.66,25.683,9.5,2019,2,10,Satisfied
400-60-7251,Alex,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,2019-02-10,Ewallet,74.07,3.7035,9.9,2019,2,10,Satisfied
838-78-4295,Giza,Naypyitaw,Member,Female,Health and beauty,33.47,2,3.347,253.512,2019-02-10,Ewallet,66.94,3.347,6.7,2019,2,10,Not Satisfied
162-48-8011,Alex,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2019-02-10,Cash,222.95,11.1475,8.5,2019,2,10,Satisfied
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,Credit Card,144.27,7.2135,7.8,2019,2,10,Satisfied
448-34-8700,Cairo,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,Ewallet,258.37,12.9185,6.7,2019,2,10,Not Satisfied
685-64-1609,Alex,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2019-02-10,Ewallet,301.4,15.07,9.2,2019,2,10,Satisfied
284-34-9626,Cairo,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,2019-02-11,Credit Card,231.12,11.556,7.2,2019,2,11,Satisfied
534-53-3526,Alex,Yangon,Normal,Female,Sports and travel,94.76,4,18.952,397.992,2019-02-11,Ewallet,379.04,18.952,7.8,2019,2,11,Satisfied
401-09-4232,Giza,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,2019-02-11,Ewallet,433.45,21.6725,9.4,2019,2,11,Satisfied
796-12-2025,Giza,Naypyitaw,Member,Female,Fashion accessories,62.12,10,31.06,253.512,2019-02-11,Cash,621.2,31.06,5.9,2019,2,11,Not Satisfied
418-02-5978,Cairo,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,Cash,756.81,37.8405,8.0,2019,2,11,Satisfied
531-56-4728,Alex,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,Cash,240.24,12.012,5.4,2019,2,11,Not Satisfied
866-99-7614,Giza,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,Credit Card,892.0,44.6,4.4,2019,2,11,Not Satisfied
842-40-8179,Cairo,Mandalay,Member,Female,Food and beverages,54.795,10,38.6,810.6,2019-02-11,Credit Card,772.0,38.6,5.6,2019,2,11,Not Satisfied
305-18-3552,Cairo,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,Cash,603.8,30.19,6.0,2019,2,12,Not Satisfied
287-83-1405,Alex,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,Ewallet,152.58,7.629,7.0,2019,2,12,Satisfied
549-03-9315,Cairo,Mandalay,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,Ewallet,758.96,37.948,8.7,2019,2,12,Satisfied
885-56-0389,Giza,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,Cash,52.35,2.6175,4.0,2019,2,12,Not Satisfied
373-14-0504,Alex,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.423,2019-02-12,Ewallet,143.26,7.163,8.8,2019,2,12,Satisfied
528-87-5606,Cairo,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2019-02-12,Cash,39.48,1.974,6.5,2019,2,12,Not Satisfied
641-51-2661,Giza,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,2019-02-12,Credit Card,871.0,43.55,9.9,2019,2,12,Satisfied
173-50-1108,Cairo,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,Credit Card,80.72,4.036,5.0,2019,2,13,Not Satisfied
767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,Cash,147.8,7.39,6.9,2019,2,13,Not Satisfied
